DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,RANGE: Range,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_POP_COAST(2.0),A: Annual,2011,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2012,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2013,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2014,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2015,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2016,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2017,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2018,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2019,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2020,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2021,MP: Northern Mariana Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,69,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2010,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,35,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2011,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,35,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2012,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2013,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2014,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2015,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2016,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2017,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2018,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2019,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2020,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2021,MEL: Melanesia,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,34,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2010,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2011,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2012,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2013,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2014,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2015,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2016,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2017,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2018,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2019,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2020,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2021,FM: Micronesia (Federated States of),COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2010 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2010,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,10180000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2011,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,10380000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2012,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,10590000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2013,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,10810000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2014,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,11020000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2015,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,11230000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2016,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,11450000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2017,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,11670000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2018,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,11880000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2019,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,12100000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2020,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,12330000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2021,_T: Pacific region,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,12550000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2010,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,62,N: units,,E: Estimated value,,Interpolated using estimates for years 2008 and 2012.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,60,N: units,,E: Estimated value,,Interpolated using estimates for years 2008 and 2012.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,57,N: units,,E: Estimated value,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,54,N: units,,E: Estimated value,,Interpolated using estimates for years 2012 and 2014.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,51,N: units,,E: Estimated value,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,51,N: units,,E: Estimated value,,Interpolated using estimates for years 2014 and 2021.
